loan_id,account_id,start_date,total_amount,duration,installment,end_date,running,defaulter
7001,9859,1997-08-10,300600,60,5010,2002-08-10,0,0
6677,8169,1997-08-12,97980,60,1633,2002-08-12,0,0
6665,8114,1997-08-15,99300,60,1655,2002-08-15,0,0
5817,4127,1997-08-15,100800,24,4200,1999-08-15,0,1
6984,9730,1997-08-15,116040,60,1934,2002-08-15,0,0
6541,7565,1997-08-17,153504,48,3198,2001-08-17,0,0
5117,718,1997-08-20,76944,12,6412,1998-08-20,1,0
6097,5362,1997-08-21,202848,48,4226,2001-08-21,0,0
5389,2165,1997-08-22,78600,24,3275,1999-08-22,0,0
7219,10905,1997-08-23,57120,48,1190,2001-08-23,0,0
6338,6592,1997-08-24,390660,60,6511,2002-08-24,0,0
6922,9424,1997-08-26,83628,36,2323,2000-08-26,0,0
5367,2064,1997-08-26,83628,36,2323,2000-08-26,0,0
5638,3249,1997-08-27,68124,12,5677,1998-08-27,1,0
5830,4190,1997-08-28,405780,60,6763,2002-08-28,0,0
5338,1888,1997-08-30,57360,12,4780,1998-08-30,1,1
6007,4949,1997-08-30,289920,48,6040,2001-08-30,0,0
6612,7907,1997-08-31,97392,12,8116,1998-08-31,1,0
5718,3637,1997-09-01,14028,12,1169,1998-09-01,1,0
6104,5395,1997-09-05,158184,36,4394,2000-09-05,0,0
5229,1329,1997-09-06,23520,12,1960,1998-09-06,1,0
6625,7966,1997-09-07,473280,60,7888,2002-09-07,0,1
5206,1242,1997-09-07,128544,24,5356,1999-09-07,0,0
5963,4746,1997-09-07,204780,60,3413,2002-09-07,0,0
4990,110,1997-09-08,162576,36,4516,2000-09-08,0,0
6641,8026,1997-09-09,128268,36,3563,2000-09-09,0,0
5369,2080,1997-09-12,214596,36,5961,2000-09-12,0,0
6196,5837,1997-09-14,177804,36,4939,2000-09-14,0,0
5236,1374,1997-09-15,389136,48,8107,2001-09-15,0,0
5719,3664,1997-09-20,271584,48,5658,2001-09-20,0,0
5643,3273,1997-09-21,94512,12,7876,1998-09-21,1,1
7050,10065,1997-09-23,311232,48,6484,2001-09-23,0,0
6355,6699,1997-09-24,127200,48,2650,2001-09-24,0,0
6688,8268,1997-09-26,8616,24,359,1999-09-26,0,0
6239,6083,1997-09-28,360864,48,7518,2001-09-28,0,1
5531,2753,1997-09-30,66432,24,2768,1999-09-30,0,0
6113,5445,1997-10-01,78696,36,2186,2000-10-01,0,0
7181,10679,1997-10-02,197808,24,8242,1999-10-02,0,0
6118,5477,1997-10-04,349392,48,7279,2001-10-04,0,0
7264,11141,1997-10-07,44940,12,3745,1998-10-07,1,0
5343,1906,1997-10-08,44952,24,1873,1999-10-08,0,0
5051,378,1997-10-11,230400,60,3840,2002-10-11,0,0
5779,3942,1997-10-14,107352,36,2982,2000-10-14,0,0
6605,7890,1997-10-14,79344,48,1653,2001-10-14,0,0
6655,8085,1997-10-17,260400,60,4340,2002-10-17,0,1
6534,7542,1997-10-19,590820,60,9847,2002-10-19,0,0
5681,3448,1997-10-20,68664,24,2861,1999-10-20,0,0
6607,7894,1997-10-21,153144,36,4254,2000-10-21,0,0
6242,6097,1997-10-22,26208,36,728,2000-10-22,0,0
7242,11027,1997-10-23,48096,24,2004,1999-10-23,0,0
7277,11231,1997-10-24,89280,12,7440,1998-10-24,1,0
6675,8158,1997-11-01,238716,36,6631,2000-11-01,0,0
5398,2187,1997-11-04,53472,12,4456,1998-11-04,1,0
5956,4725,1997-11-04,168264,36,4674,2000-11-04,0,0
5731,3711,1997-11-05,460980,60,7683,2002-11-05,0,1
6956,9631,1997-11-09,59448,24,2477,1999-11-09,0,0
6437,7052,1997-11-09,63972,36,1777,2000-11-09,0,1
5447,2335,1997-11-12,541200,60,9020,2002-11-12,0,1
5973,4784,1997-11-24,219456,48,4572,2001-11-24,0,0
6075,5267,1997-11-26,129312,24,5388,1999-11-26,0,1
5281,1580,1997-11-27,194256,24,8094,1999-11-27,0,0
5103,666,1997-11-28,12540,12,1045,1998-11-28,1,0
6468,7176,1997-11-30,203940,60,3399,2002-11-30,0,0
7209,10857,1997-11-30,385560,60,6426,2002-11-30,0,1
5584,2986,1997-12-06,24792,24,1033,1999-12-06,0,0
4988,103,1997-12-06,265320,36,7370,2000-12-06,0,1
6502,7424,1997-12-08,30276,12,2523,1998-12-08,1,0
5651,3329,1997-12-08,19248,12,1604,1998-12-08,1,0
4962,25,1997-12-08,30276,12,2523,1998-12-08,1,0
5862,4342,1997-12-09,100128,24,4172,1999-12-09,0,0
7199,10789,1997-12-09,45768,12,3814,1998-12-09,1,0
6727,8505,1997-12-10,42840,12,3570,1998-12-10,1,0
7279,11244,1997-12-11,155760,24,6490,1999-12-11,0,0
6544,7594,1997-12-11,130464,48,2718,2001-12-11,0,0
5933,4631,1997-12-13,87528,24,3647,1999-12-13,0,0
6574,7745,1997-12-20,77544,36,2154,2000-12-20,0,0
6399,6902,1997-12-21,49320,36,1370,2000-12-21,0,0
7187,10711,1997-12-24,24180,60,403,2002-12-24,0,0
6353,6686,1997-12-25,116496,24,4854,1999-12-25,0,0
5043,339,1997-12-25,468060,60,7801,2002-12-25,0,0
5469,2445,1997-12-26,293160,60,4886,2002-12-26,0,0
5976,4794,1997-12-27,465504,48,9698,2001-12-27,0,1
6059,5196,1997-12-28,79824,12,6652,1998-12-28,1,0
5799,4052,1997-12-28,106128,36,2948,2000-12-28,0,0
6147,5602,1997-12-28,177504,48,3698,2001-12-28,0,0
6254,6157,1997-12-28,247920,48,5165,2001-12-28,0,0
7100,10280,1997-12-31,348120,60,5802,2002-12-31,0,0
7147,10478,1998-01-02,267600,48,5575,2002-01-02,0,0
5909,4550,1998-01-03,61320,60,1022,2003-01-03,0,0
7037,10022,1998-01-03,218064,48,4543,2002-01-03,0,0
5782,3953,1998-01-04,63576,12,5298,1999-01-04,0,0
6237,6075,1998-01-06,407952,48,8499,2002-01-06,0,1
6552,7632,1998-01-08,170448,48,3551,2002-01-08,0,0
7067,10134,1998-01-11,136368,24,5682,2000-01-11,0,0
5320,1819,1998-01-11,143676,36,3991,2001-01-11,0,0
5930,4616,1998-01-12,66696,24,2779,2000-01-12,0,0
6486,7240,1998-01-15,152160,60,2536,2003-01-15,0,0
5245,1407,1998-01-17,125472,24,5228,2000-01-17,0,0
6643,8038,1998-01-18,35856,24,1494,2000-01-18,0,0
5260,1480,1998-01-19,123300,36,3425,2001-01-19,0,0
5569,2936,1998-01-20,504000,60,8400,2003-01-20,0,0
7110,10345,1998-01-21,31260,12,2605,1999-01-21,0,0
7139,10445,1998-01-22,23412,12,1951,1999-01-22,0,0
6791,8926,1998-01-23,566640,60,9444,2003-01-23,0,0
5360,2035,1998-01-25,176328,36,4898,2001-01-25,0,0
5287,1638,1998-01-26,64224,24,2676,2000-01-26,0,0
6553,7636,1998-01-26,42384,12,3532,1999-01-26,0,0
7072,10148,1998-01-27,22104,12,1842,1999-01-27,0,0
6044,5133,1998-01-27,57060,12,4755,1999-01-27,0,0
5332,1869,1998-01-29,37944,36,1054,2001-01-29,0,0
6866,9201,1998-02-05,122472,24,5103,2000-02-05,0,0
6633,7997,1998-02-05,160656,24,6694,2000-02-05,0,0
6926,9455,1998-02-07,374760,60,6246,2003-02-07,0,0
6442,7082,1998-02-08,194160,48,4045,2002-02-08,0,0
5889,4456,1998-02-09,321240,60,5354,2003-02-09,0,0
5765,3875,1998-02-10,153936,24,6414,2000-02-10,0,0
5124,785,1998-02-12,156096,36,4336,2001-02-12,0,0
5491,2545,1998-02-13,428784,48,8933,2002-02-13,0,0
6730,8523,1998-02-15,93036,12,7753,1999-02-15,0,0
7151,10493,1998-02-18,133800,24,5575,2000-02-18,0,0
5140,873,1998-02-24,178500,60,2975,2003-02-24,0,0
7171,10650,1998-02-24,196224,48,4088,2002-02-24,0,0
6568,7713,1998-02-25,220440,60,3674,2003-02-25,0,0
6861,9179,1998-02-28,215040,60,3584,2003-02-28,0,0
6855,9153,1998-03-01,52236,36,1451,2001-03-01,0,0
7129,10404,1998-03-01,194280,60,3238,2003-03-01,0,0
5384,2142,1998-03-07,23328,12,1944,1999-03-07,0,0
6859,9167,1998-03-07,272220,60,4537,2003-03-07,0,0
5772,3906,1998-03-08,334620,60,5577,2003-03-08,0,0
5665,3390,1998-03-11,40632,12,3386,1999-03-11,0,0
6495,7274,1998-03-12,49044,12,4087,1999-03-12,0,0
5061,440,1998-03-13,84288,48,1756,2002-03-13,0,0
6948,9560,1998-03-15,157068,36,4363,2001-03-15,0,0
5773,3907,1998-03-16,133848,24,5577,2000-03-16,0,0
6052,5164,1998-03-23,22356,36,621,2001-03-23,0,0
6682,8225,1998-03-30,36204,12,3017,1999-03-30,0,1
6083,5305,1998-03-31,240528,48,5011,2002-03-31,0,0
6962,9646,1998-04-02,279072,48,5814,2002-04-02,0,0
5158,1004,1998-04-11,188532,36,5237,2001-04-11,0,0
6464,7156,1998-04-16,49488,24,2062,2000-04-16,0,0
5172,1083,1998-04-16,50976,36,1416,2001-04-16,0,0
5582,2982,1998-04-17,41256,12,3438,1999-04-17,0,0
6136,5572,1998-04-19,140880,60,2348,2003-04-19,0,0
6235,6062,1998-04-19,321360,60,5356,2003-04-19,0,0
6508,7437,1998-04-19,110736,48,2307,2002-04-19,0,0
4968,38,1998-04-19,110736,48,2307,2002-04-19,0,0
6632,7990,1998-04-23,144960,48,3020,2002-04-23,0,0
7195,10774,1998-04-23,339168,48,7066,2002-04-23,0,0
5525,2720,1998-04-27,93888,36,2608,2001-04-27,0,0
6320,6495,1998-04-28,104964,12,8747,1999-04-28,0,0
6766,8784,1998-04-28,74352,24,3098,2000-04-28,0,0
6872,9227,1998-04-29,191580,60,3193,2003-04-29,0,0
5906,4533,1998-05-05,81144,36,2254,2001-05-05,0,0
7172,10652,1998-05-07,45720,12,3810,1999-05-07,0,0
6571,7733,1998-05-12,140064,24,5836,2000-05-12,0,0
5616,3143,1998-05-15,130896,24,5454,2000-05-15,0,0
6312,6453,1998-05-17,10944,36,304,2001-05-17,0,0
6470,7181,1998-05-17,49872,12,4156,1999-05-17,0,0
5147,938,1998-05-21,22260,60,371,2003-05-21,0,0
5501,2622,1998-05-21,136344,24,5681,2000-05-21,0,0
6436,7049,1998-05-22,495180,60,8253,2003-05-22,0,0
5699,3562,1998-05-24,174960,24,7290,2000-05-24,0,0
5313,1776,1998-05-27,43200,24,1800,2000-05-27,0,0
6234,6061,1998-05-28,5148,12,429,1999-05-28,0,0
6569,7721,1998-05-28,45456,12,3788,1999-05-28,0,0
7202,10812,1998-05-29,140688,48,2931,2002-05-29,0,0
5683,3460,1998-05-29,140688,48,2931,2002-05-29,0,0
5034,303,1998-05-30,112752,36,3132,2001-05-30,0,0
5435,2279,1998-06-01,314688,48,6556,2002-06-01,0,0
5815,4116,1998-06-03,151200,36,4200,2001-06-03,0,0
5589,3005,1998-06-05,390000,48,8125,2002-06-05,0,0
6746,8639,1998-06-06,185640,60,3094,2003-06-06,0,0
6790,8919,1998-06-08,76104,24,3171,2000-06-08,0,0
6857,9159,1998-06-08,69600,48,1450,2002-06-08,0,0
6450,7099,1998-06-10,234336,48,4882,2002-06-10,0,0
7221,10915,1998-06-11,152460,60,2541,2003-06-11,0,0
5527,2728,1998-06-15,156420,60,2607,2003-06-15,0,0
5620,3161,1998-06-16,30012,12,2501,1999-06-16,0,0
6215,5944,1998-06-18,78720,48,1640,2002-06-18,0,0
7167,10644,1998-06-18,269964,36,7499,2001-06-18,0,0
5823,4144,1998-06-21,212976,36,5916,2001-06-21,0,0
6207,5912,1998-06-23,184620,60,3077,2003-06-23,0,0
6932,9491,1998-06-25,225504,48,4698,2002-06-25,0,0
5669,3403,1998-06-27,71820,36,1995,2001-06-27,0,0
5154,993,1998-07-01,108720,60,1812,2003-07-01,0,0
7168,10645,1998-07-05,208332,36,5787,2001-07-05,0,0
5585,2988,1998-07-08,88608,12,7384,1999-07-08,0,0
7200,10799,1998-07-11,31140,60,519,2003-07-11,0,0
6539,7559,1998-07-11,12792,12,1066,1999-07-11,0,0
5774,3916,1998-07-12,96984,36,2694,2001-07-12,0,0
6357,6706,1998-07-12,64860,60,1081,2003-07-12,0,0
5042,330,1998-07-12,331584,48,6908,2002-07-12,0,0
5015,226,1998-07-12,109344,12,9112,1999-07-12,0,0
5354,2000,1998-07-14,290820,60,4847,2003-07-14,0,0
6054,5180,1998-07-16,58764,12,4897,1999-07-16,0,0
7295,11328,1998-07-18,280440,60,4674,2003-07-18,0,0
5365,2055,1998-07-19,271260,60,4521,2003-07-19,0,0
6755,8713,1998-07-24,170700,60,2845,2003-07-24,0,0
5991,4858,1998-07-27,335184,48,6983,2002-07-27,0,1
7035,10005,1998-07-29,210744,36,5854,2001-07-29,0,0
5893,4467,1998-08-03,86184,36,2394,2001-08-03,0,0
7164,10613,1998-08-15,249792,48,5204,2002-08-15,0,0
5304,1718,1998-08-20,172272,24,7178,2000-08-20,0,0
5561,2910,1998-08-29,437460,60,7291,2003-08-29,0,0
5520,2699,1998-08-30,231168,48,4816,2002-08-30,0,0
5241,1389,1998-09-02,125472,24,5228,2000-09-02,0,0
7096,10257,1998-09-02,37812,12,3151,1999-09-02,0,0
6078,5283,1998-09-09,170832,48,3559,2002-09-09,0,0
5046,349,1998-09-09,42816,12,3568,1999-09-09,0,0
5334,1876,1998-09-10,209040,24,8710,2000-09-10,0,0
6969,9673,1998-09-12,88200,36,2450,2001-09-12,0,0
6821,9037,1998-09-15,321936,48,6707,2002-09-15,0,0
5760,3862,1998-09-18,74916,36,2081,2001-09-18,0,0
5614,3137,1998-09-21,253560,60,4226,2003-09-21,0,0
7091,10243,1998-09-22,113436,36,3151,2001-09-22,0,0
5698,3556,1998-09-22,174840,60,2914,2003-09-22,0,0
5169,1068,1998-09-24,253200,60,4220,2003-09-24,0,0
7294,11327,1998-09-27,39168,24,1632,2000-09-27,0,0
5318,1808,1998-09-30,385584,48,8033,2002-09-30,0,0
5368,2073,1998-10-05,44640,24,1860,2000-10-05,0,0
6923,9433,1998-10-05,44640,24,1860,2000-10-05,0,0
5463,2413,1998-10-06,17952,12,1496,1999-10-06,0,0
5265,1498,1998-10-07,165780,60,2763,2003-10-07,0,0
6321,6505,1998-10-08,38496,12,3208,1999-10-08,0,0
5226,1318,1998-10-11,185544,36,5154,2001-10-11,0,0
6868,9208,1998-10-12,82128,24,3422,2000-10-12,0,0
4967,37,1998-10-14,318480,60,5308,2003-10-14,0,1
5293,1656,1998-10-29,189792,48,3954,2002-10-29,0,0
5865,4354,1998-10-30,327660,60,5461,2003-10-30,0,0
5841,4268,1998-11-04,41988,12,3499,1999-11-04,0,0
5526,2725,1998-11-08,69624,36,1934,2001-11-08,0,0
6852,9140,1998-11-10,16032,48,334,2002-11-10,0,0
6469,7180,1998-11-17,99744,24,4156,2000-11-17,0,0
6168,5698,1998-11-21,99216,36,2756,2001-11-21,0,0
7292,11317,1998-11-22,317460,60,5291,2003-11-22,0,0
5036,309,1998-11-25,91248,48,1901,2002-11-25,0,0
5644,3293,1998-11-27,276084,36,7669,2001-11-27,0,0
6856,9156,1998-12-01,163332,36,4537,2001-12-01,0,0
5428,2262,1998-12-02,230220,36,6395,2001-12-02,0,0
5027,276,1998-12-02,160920,36,4470,2001-12-02,0,0
4989,105,1998-12-05,352704,48,7348,2002-12-05,0,0
5221,1284,1998-12-05,52512,12,4376,1999-12-05,0,0
6402,6922,1998-12-06,139488,24,5812,2000-12-06,0,0
5346,1928,1998-12-06,55632,24,2318,2000-12-06,0,0
6748,8645,1998-12-08,240900,60,4015,2003-12-08,0,0
